Enlace, Nombre, Provincia, Localidad, Direccion, Tlf, Email, Web-Site, Pistas
https://www.rfet.es/es/club/club-de-tenis-40-15, Club de tenis 40-15, Alicante, Mutxamel, CAMI DE MAHONES-PDA.EL COLLAO PARC. 200 - 03110 MUTXAMEL, 637493693, davitikocc@hotmail.com, -, 6
https://www.rfet.es/es/club/club-de-tenis-alacant, Club de tenis alacant, Alicante, Villafranqueza, CAMINO FONT DE SALA S/N - 03690 VILLAFRANQUEZA, 965662252, info@clubdetenisalacant.com, -, 5
https://www.rfet.es/es/club/club-de-tenis-albatera, Club de tenis albatera, Alicante, Albatera, APARTADO DE CORREOS171 - 03340 ALBATERA, 606829213, clubdetenisalbatera@gmail.com, -, 4
https://www.rfet.es/es/club/club-de-tenis-almoradi, Club de tenis almoradi, Alicante, Almoradi, CTRA. ALGORFA-LOS MONTESINOS KM. 2 - 03160 ALMORADI, 965701193, ctalmoradi@hotmail.com, https://ctalmoradi.wixsite.com/, 4
https://www.rfet.es/es/club/club-de-tenis-altea, Club de tenis altea, Alicante, Altea, APARTADO 93 - 03590 ALTEA, 965840482, rafacobarro1969@hotmail.com, -, 4
https://www.rfet.es/es/club/club-de-tenis-arena-alicante, Club de tenis arena alicante, Alicante, Alicante, LOCUTOR VICENTE HIPOLITO S/N - 03540 ALICANTE, 965943406, info@arenaalicante.com, https://arenaalicante.com/, 7
https://www.rfet.es/es/club/club-de-tenis-arena-santa-pola, Club de tenis arena santa pola, Alicante, Santa pola, AV. ZARAGOZA 7 (POLIDEPORTIVO PEREIRA) - 03130 SANTA POLA, 658874569, club@clubdetenisarenasantapola.com, https://tenissantapola.com, 3
https://www.rfet.es/es/club/club-de-tenis-asprillas-elche, Club de tenis asprillas elche, Alicante, Elche, C/ PARTIDA DE ASPRILLAS 3 POLÍGONO 1 (ASPRILLAS) - 03292 ELCHE, 649531298, clubdetenisasprillaselche@gmail.com, -, 10
https://www.rfet.es/es/club/club-de-tenis-benissa, Club de tenis benissa, Alicante, Benissa, TROS DE VELL 45 - 03720 BENISSA, 678672389, creativetennis@hotmail.com, -, 4
https://www.rfet.es/es/club/club-de-tenis-bola-de-oro-de-alicante, Club de tenis bola de oro de alicante, Alicante, Alicante, C/ MÉDICO JORGE SERRANO MATÉ 21 - 03112 ALICANTE, 607451407, jguijarro268@gmail.com, -, -
https://www.rfet.es/es/club/club-de-tenis-calpe, Club de tenis calpe, Alicante, Calpe, GARGASINDI 1-J - 03710 CALPE, 965830820, ctcalpe 2wanadoo.es, -, 8
https://www.rfet.es/es/club/club-de-tenis-ch2-la-marina, Club de tenis ch2 la marina, Alicante, Benidorm, SENDERO DE LA BARRINA 19 - 03502 BENIDORM, 655050206, chcontreras@ch2racket.com, https://ch2racket.com, 6
https://www.rfet.es/es/club/club-de-tenis-denia, Club de tenis denia, Alicante, Denia, ASSAGADOR DE LA MARJAL 5 - 03700 DENIA, 965782190, informacion@clubdetenisdenia.com, -, 16
https://www.rfet.es/es/club/club-de-tenis-el-campello, Club de tenis el campello, Alicante, El campello, APARTADO DE CORREOS 62 - 03560 EL CAMPELLO, 666240040, info@clubteniselcampello.org, https://www.clubteniselcampello.org, 2
https://www.rfet.es/es/club/club-de-tenis-finca-guila, Club de tenis finca guila, Alicante, Benidorm, PARTIDA ALMAFRA FINCA GUILA S/N - 03500 BENIDORM, 690348466, sallyvangeel@icloud.com, -, 5
https://www.rfet.es/es/club/club-de-tenis-horadada, Club de tenis horadada, Alicante, Pilar de la horadada, AVDA. DE LA TORRE S/N - 03190 PILAR DE LA HORADADA, 965351388, info@clubtenishoradada.com               , -, 6
https://www.rfet.es/es/club/club-de-tenis-iql-sports-de-benidorm, Club de tenis iql sports de benidorm, Alicante, Benidorm, SENDERO DE LA BARRINA S/N - 03503 BENIDORM, 647555405, info@iqlsports.com, -, 10
https://www.rfet.es/es/club/cd-beach-tennis-zapi, C.d. beach tennis zapi, Almeria, Almería, C/ ZURGENA 16 1º G - 04009 ALMERÍA, 1, beachtenniszapi@gmail.com, -, -
https://www.rfet.es/es/club/cd-solas-brothers, C.d. solas brothers, Almeria, Aguadulce, C/ DEL ROSAL S/N - 04720 AGUADULCE, 689264022, Sbclubtenis@gmail.com, -, 2
https://www.rfet.es/es/club/cd-sport-club-liceo-erasmus, C.d. sport club liceo erasmus, Almeria, Almería, ADOLFO MARSILLACH 12 COLEGIO LICEO ERASMUS - 04007 ALMERÍA, 605711720, sportclubliceoerasmus@gmail.com, -, 6
https://www.rfet.es/es/club/cd-tenis-playa-cabogata, C.d. tenis playa cabogata, Almeria, Almería, C/ MAZARRULLEQUE 10 - 04150 ALMERÍA, 627580806, tenisplayacabogata@gmail.com, https://www.tenisplayacabogata.com, 8
https://www.rfet.es/es/club/club-de-mar, Club de mar, Almeria, Almería, PLAYA DE LAS ALMADRABILLAS S/N - 04007 ALMERÍA, 950230780, atencioncliente@clubdemaralmeria.es, https://clubdemaralmeria.es, 1
https://www.rfet.es/es/club/club-de-tenis-adra, Club de tenis adra, Almeria, Adra, GERONA 40 - 04770 ADRA, 950522163, correo@clubtenisadra.com, -, 4
https://www.rfet.es/es/club/club-de-tenis-aguadulce, Club de tenis aguadulce, Almeria, Aguadulce, PLAZA DFE ZORAIDA 1 - 04720 AGUADULCE, 950176785, clubdetenisaguadulce@hotmail.com, -, 2
https://www.rfet.es/es/club/club-de-tenis-albox, Club de tenis albox, Almeria, Albox, PARAJE LOCAIBA S/N - 04800 ALBOX, 950431484, ctenis2@yahoo.es, -, 1
https://www.rfet.es/es/club/club-de-tenis-almeria, Club de tenis almería, Almeria, Huercal de almería, AV. DE LAS ALPUJARRAS 5 - 04230 HUERCAL DE ALMERÍA, 950300104, administracion@clubdetenisalmeria.com, -, 12
https://www.rfet.es/es/club/club-de-tenis-el-ejido, Club de tenis el ejido, Almeria, El ejido, CANCHA 19 - 04700 EL EJIDO, 950572479, info@ctelejido.es, -, 7
https://www.rfet.es/es/club/club-de-tenis-indalo, Club de tenis indalo, Almeria, Pechina, LLANOS DE LA NORIETA S/N - 04250 PECHINA, 692611131, ctindalo@hotmail.com, -, 12
https://www.rfet.es/es/club/club-de-tenis-pulpi, Club de tenis pulpi, Almeria, Pulpi, AV. ESCOLARES S/N PARQUE PERIURBANO - 04640 PULPI, 607278801, tenisactivo@hotmail.com, -, 4
https://www.rfet.es/es/club/club-de-tenis-smash-la-mojonera, Club de tenis smash la mojonera, Almeria, La mojonera, C/ ADELFAS 15 - 04745 LA MOJONERA, 620596003, ctlamojonera@gmail.com, https://ctlamojonera.wixsite.com/club-de-tenis-la-moj, 1
https://www.rfet.es/es/club/club-deportivo-indalo-beach-tennis-y-volley, Club deportivo indalo beach tennis y volley, Almeria, Vera, AV. JUAN SEBASTIÁN ELCANO 32 VERA-COSTA - 04620 VERA, 691698285, indalobeachtennis@gmail.com, -, 60
https://www.rfet.es/es/club/club-deportivo-puerto-rey, Club deportivo puerto rey, Almeria, Vera, AV. PUERTO REY 2 - 04620 VERA, 950460545, mjballesteros@telemail.es, -, 6
https://www.rfet.es/es/club/club-hipico-polideportivo-de-almeria, Club hipico polideportivo de almeria, Almeria, La cañada, CTRA.VIATOR-EL ALQUIAN KM.42 - 04120 LA CAÑADA, 950290056, clubhipicoalmeria@gmail.com, -, 4
https://www.rfet.es/es/club/club-natacion-almeria, Club natacion almeria, Almeria, Almeria, CMNO. JAUL BAJO FINCA 003 - 04007 ALMERIA, 950222579, info@cnalmeria.com, -, 8
https://www.rfet.es/es/club/club-tenis-huercal-overa, Club tenis huercal-overa, Almeria, Huercal overa, APARTADO 101 - 04600 HUERCAL OVERA, 950134125, clubdetenisho@gmail.com, -, 4
https://www.rfet.es/es/club/break-point-tenis-y-padel-club, Break point tenis y pádel club, Asturias, Gijón, BENITO OTERO MARTÍNEZ 365 6º J - 33209 GIJÓN, 627500266, osavig@hotmail.com, -, 5
https://www.rfet.es/es/club/centro-asturiano-de-oviedo, Centro asturiano de oviedo, Asturias, Oviedo, URIA 18 1º - 33003 OVIEDO, 985295205, clubdecampo@centroasturianooviedo.org, -, 9
https://www.rfet.es/es/club/centro-de-estudios-san-fernando-sa, Centro de estudios san fernando s.a., Asturias, Avilés, AV. SAN AGUSTÍN S/N - 33400 AVILÉS, 985565745, deportes@sanfer.es, -, 4
https://www.rfet.es/es/club/club-de-campo-la-fresneda, Club de campo la fresneda, Asturias, La fresneda - siero, Camino Club s/n - 33429 La Fresneda - Siero, 985233750, cclf@clubdecampolafresneda.com, https://www.cclf.es/, 2
https://www.rfet.es/es/club/club-de-tenis-balbin, Club de tenis balbín, Asturias, Gozón, C/ LA FUMIENTA 19 (LUANCO) - 33440 GOZÓN, 607692391, clubdetenisbalbin@hotmail.com, -, 2
https://www.rfet.es/es/club/club-de-tenis-de-grado, Club de tenis de grado, Asturias, Grado, ASTURIAS 4 2 A - 33600 GRADO, 985750927, -, -, 1
https://www.rfet.es/es/club/club-de-tenis-mieres-del-camin, Club de tenis mieres del camin, Asturias, Figaredo, C/ CABOJAL S/N (CIUDAD DEL TENIS) - 33683 FIGAREDO, 696975726, clubtenismieres@hotmail.com, -, -
https://www.rfet.es/es/club/club-de-tenis-olivares-oviedo, Club de tenis olivares oviedo, Asturias, Oviedo, ANTONIO SANCHEZ“ANTON“FUTBOLISTA S/N - 33013 OVIEDO, 985273721, tenisolivares@gmail.com, -, -
https://www.rfet.es/es/club/club-deportivo-villa-de-pravia, Club deportivo villa de pravia, Asturias, Pravia, POLIDEPORTIVO MUNICIPAL AGONES - 33129 PRAVIA, 985822125, cdvilladepravia@gmail.com, -, 4
https://www.rfet.es/es/club/club-oviedo-intertenis, Club oviedo intertenis, Asturias, Oviedo, ANTONIO SANCHEZ “FUTBOLISTA“ S/N - 33013 OVIEDO, 690778872, eveiguela@gmail.com, -, 2
https://www.rfet.es/es/club/club-pravia-tenis-y-padel, Club pravia tenis y padel, Asturias, Pravia, PICO ANDOLINAS 12 2º A - 33120 PRAVIA, 676650636, -, -, 3
https://www.rfet.es/es/club/club-tenis-aviles, Club tenis aviles, Asturias, Aviles, LA SABLERA 1 - SAN CRISTOBAL - 33401 AVILES, 985566145, info@clubtenisaviles.com, -, 8
https://www.rfet.es/es/club/escuela-de-tenis-rosa-dominguez, Escuela de tenis rosa dominguez, Asturias, Gijon, RAMON ARECES 6 2º C - 33211 GIJON, 659454101, -, -, 2
https://www.rfet.es/es/club/gijon-arena-beachtennis, Gijón arena beachtennis, Asturias, Gijón, AV. CONSTITUCIÓN 28 4º A - 33207 GIJÓN, 620124359, balhotelpadel@gmail.com, -, 1
https://www.rfet.es/es/club/grupo-de-tenis-corvera, Grupo de tenis corvera, Asturias, Cancienes-corbera, CARREÑO Y VALDES 1 4A - 33470 CANCIENES-CORBERA, 610808584, grupo@teniscorvera.com, -, 1
https://www.rfet.es/es/club/grupo-de-tenis-ensidesa-aviles, Grupo de tenis ensidesa-aviles, Asturias, Llaranes, RIO EO 6 BAJO - 33460 LLARANES, 985515651, -, -, 4
https://www.rfet.es/es/club/narcea-tenis-club, Narcea tenis club, Asturias, Cangas de narcea, AV. ALEJANDRO CASONA S/N - 33800 CANGAS DE NARCEA, 625327554, ambrestorre@hotmail.com, -, 1
https://www.rfet.es/es/club/pro-tenis, Pro tenis, Asturias, Oviedo, C/ GONZÁLEZ BESADA 10 ESC. IZQUIERDA 1º A - 33007 OVIEDO, 667619138, clubprotenisoviedo@gmail.com, -, 2
https://www.rfet.es/es/club/real-club-de-tenis-oviedo, Real club de tenis oviedo, Asturias, Oviedo, GRAL. ZUVILLAGA 3 - 33005 OVIEDO, 985230928, correo@rcto.org, -, 4
https://www.rfet.es/es/club/real-club-tenis-gijon, Real club tenis gijón, Asturias, Gijon, CAMINO DE LOS ROSALES 532 - 33203 GIJON, 985195420, tenis@realclubtenisgijon.es, -, 6
https://www.rfet.es/es/club/real-grupo-de-cultura-covadonga, Real grupo de cultura covadonga, Asturias, Gijón, AV. JESÚS REVUELTA 2 - 33204 GIJÓN, 985195720, elgrupo@rgcc.es, -, 11
https://www.rfet.es/es/club/ad-casino-abulense, A.d. “casino abulense“, Avila, Avila, GABRIEL Y GALAN 2 - 05001 AVILA, 920220025, administracion@casinoabulense.com, -, 1
https://www.rfet.es/es/club/club-de-tenis-avila, Club de tenis avila, Avila, Avila, PRADO SANCHO19 B - 05005 AVILA, 667528771, fernandomonteroprieto@hotmail.com, -, 4
https://www.rfet.es/es/club/club-de-tenis-paramera, Club de tenis paramera, Avila, Avila, NUESTRA SEÑORA DE SONSOLES 87 3º 1ª - 05002 AVILA, 920255705, menmarar@jcyl.es, -, -
https://www.rfet.es/es/club/club-polideportivo-casa-social-catolica, Club polideportivo casa social católica, Avila, Avila, PLAZA TENIENTE AREVALO 6 - 05001 AVILA, 920211356, casasocialcatolica@casasocialc-avila.es, -, 5
https://www.rfet.es/es/club/asoc-amigos-del-tenis-vegas-altas-la-serena, Asoc. amigos del tenis vegas-altas-la serena, Badajoz, Don benito, ITALIA1 3ºA - 06400 DON BENITO, 669225309, gramos@bancapueyo.es, -, 3
https://www.rfet.es/es/club/asociacion-club-las-arenas, Asociación club las arenas, Badajoz, Don benito, APARTADO 75 - 06400 DON BENITO, 924800013, -, -, 4
https://www.rfet.es/es/club/asociacion-deportiva-sportem, Asociación deportiva sportem, Badajoz, Badajoz, JUAN JUSTO GARCÍA 11 - 06006 BADAJOZ, 670504352, clubtenis@sportem.es, -, 4
https://www.rfet.es/es/club/club-de-campo-casino-de-badajoz, Club de campo casino de badajoz, Badajoz, Badajoz, C/ PANTANO DE LA SERENA 1 - 06010 BADAJOZ, 659581787, directordeportivo@casinodebadajoz.es, -, 6
https://www.rfet.es/es/club/club-de-tenis-global-la-atalaya, Club de tenis global la atalaya, Badajoz, Badajoz, LUIS BRAILLE 5 1º - 06001 BADAJOZ, 655547177, director@globaltennis.net, -, 1
https://www.rfet.es/es/club/club-de-tenis-los-martires, Club de tenis los martires, Badajoz, Arroyo de san servan, PIZARRO1 A  - 06850 ARROYO DE SAN SERVAN, 686371256, -, -, 4
https://www.rfet.es/es/club/club-de-tenis-montijo, Club de tenis montijo, Badajoz, Montijo, HUERTA DE LOS FRAILES 7 2º E - 06480 MONTIJO, 924453226, admontijo@dip-badajoz.es, -, 3
https://www.rfet.es/es/club/club-de-tenis-merida, Club de tenis mérida, Badajoz, Mérida, C/ AUSONIO 4 1º M - 06800 MÉRIDA, 657897146, contacto@clubtenismerida.com, -, 3
https://www.rfet.es/es/club/club-de-tenis-talavera-la-real, Club de tenis talavera la real, Badajoz, Talavera la real, C/ PABLO NERUDA 21 - 06140 TALAVERA LA REAL, 670796940, clubdetenistalaveralareal@hotmail.com, -, 2
https://www.rfet.es/es/club/club-de-tenis-tierra-de-barros, Club de tenis tierra de barros, Badajoz, Almendralejo, APARTADO 1 - 06200 ALMENDRALEJO, 625843165, info@clubtenistierradebarro.com , -, 3
https://www.rfet.es/es/club/club-deportivo-escuela-de-tenis-y-padel-don-benito, Club deportivo escuela de tenis y pádel don benito, Badajoz, Don benito, C/ PÉREZ GALDÓS 15 3º B - 06400 DON BENITO, 652794010, jmhbn8@hotmail.com, -, 4
https://www.rfet.es/es/club/club-deportivo-sportocio, Club deportivo sportocio, Badajoz, Badajoz, AVDA. PARDALERAS 15 - 06003 BADAJOZ, 627519660, info@sport-ocio.com, -, 3
https://www.rfet.es/es/club/club-deportivo-villa-de-hornachos, Club deportivo villa de hornachos, Badajoz, Hornachos, C/ FELIPE TRIGO 6 - 06228 HORNACHOS, 676827852, victorpl1710@gmail.com, -, 2
https://www.rfet.es/es/club/club-el-corzo, Club el corzo, Badajoz, Badajoz, CTRA. VALVERDE KM.4500 - 06010 BADAJOZ, 924267013, jpalomeque@hotmail.com, -, 2
https://www.rfet.es/es/club/entidad-de-actividad-fisica-deportiva-universidad-popular-calamonte, Entidad de actividad física deportiva universidad popular calamonte, Badajoz, Calamonte, PLAZA DE ESPAÑA 1 - 06810 CALAMONTE, 924324280, anitafs_82@hotmail.com, -, 1
https://www.rfet.es/es/club/seccion-natacion-club-san-marcos, Seccion natacion “club san marcos“, Badajoz, Almendralejo, APARTADO 196 - 06200 ALMENDRALEJO, 924660216, info@clubsanmarcos.com, -, 2
https://www.rfet.es/es/club/soc-tiro-pichon-y-deportes-proserpina, Soc. tiro pichón y deportes proserpina, Badajoz, Merida, APARTADO 255 - 06800 MERIDA, 924123004, stiroproserpina@gmail.com, -, 3
https://www.rfet.es/es/club/sociedad-hipica-lebrera, Sociedad hipica lebrera, Badajoz, Badajoz, URBANIZACION LOS MONTITOS S/N - 06009 BADAJOZ, 924240208, felipefg@telefonica.net, -, 4
https://www.rfet.es/es/club/tenis-club-orellana, Tenis club orellana, Badajoz, Orellana la vieja, C/ CORREDERA 97 1º - 06740 ORELLANA LA VIEJA, 670685054, teniscluborellana@gmail.com, -, 2
https://www.rfet.es/es/club/tenis-club-villanueva-de-la-serena, Tenis club villanueva de la serena, Badajoz, Villanueva de la serena, APARTADO 47 - 06700 VILLANUEVA DE LA SERENA, 924841839, tenisclubvvaserena@gmail.com, -, 4
https://www.rfet.es/es/club/associacio-esportiva-beach-tennis-prat-de-llobregat, Associació esportiva beach tennis prat de llobregat, Barcelona, El prat de llobregat, C/ DEL PRAT 15 - 08820 EL PRAT DE LLOBREGAT, 669113438, beachtennisprat@hotmail.com, -, 12
https://www.rfet.es/es/club/associacio-esportiva-memorial-nacho-juncosa, Associació esportiva memorial nacho juncosa, Barcelona, Barcelona, C/ SANTALÓ 126 ESC. IZQ. 1º 2ª - 08021 BARCELONA, 607263601, nacho@aenachojuncosa.com, https://aenachojuncosa.com, -
https://www.rfet.es/es/club/atletic-terrassa-hockey-club, Atletic terrassa hockey club, Barcelona, Terrassa, APARTAT DE CORREUS 404 - 08220 TERRASSA, 937870351, administracio@athc.cat, -, 11
https://www.rfet.es/es/club/beach-tennis-el-masnou, Beach tennis el masnou, Barcelona, El masnou, C/ SANT CRISPÍ 2 - 08320 EL MASNOU, 608137375, beachtennismasnou@gmail.com, -, 8
https://www.rfet.es/es/club/berga-tenis-club, Berga tenis club, Barcelona, Berga, GUILLEM DE BERGUEDA S/N - 08600 BERGA, 938215091, bergatennisclub@hotmail.com, -, 3
https://www.rfet.es/es/club/bonarena-beach-tennis-academy, Bonarena beach tennis academy, Barcelona, Castelldefels, PG. MARÍTIM 352 - 08860 CASTELLDEFELS, 699536626, bonarenabeachtennis@gmail.com, -, -
https://www.rfet.es/es/club/casino-de-la-garriga, Casino de la garriga, Barcelona, La garriga, PASSEIG 99 - 08530 LA GARRIGA, 938714003, casinogarriga@telefonica.net, -, 3
https://www.rfet.es/es/club/casino-de-tiana, Casino de tiana, Barcelona, Tiana, EDITH LLAURADO 4-18 - 08391 TIANA, 933953057, secretaria@casinodetiana.com, -, 4
https://www.rfet.es/es/club/centre-atletic-laietania, Centre atletic laietania, Barcelona, Mataro, APARTAT 20 - 08304 MATARO, 937961282, laietania@laietania.cat, -, 6
https://www.rfet.es/es/club/cercle-sabadelles-1856, Cercle sabadelles 1856, Barcelona, Sabadell, CARRETERA DE BELLATERRA KM.51 - 08205 SABADELL, 937215154, cercle1856@cerclesabadelles.cat, -, 17
https://www.rfet.es/es/club/club-catalunya-tennis-resort, Club catalunya tennis resort, Barcelona, Bellaterra, C/ ENRIC LOSANTOS 6 - 08193 BELLATERRA, 610224450, info@catalunyatennisacademy.com, -, 14
https://www.rfet.es/es/club/club-de-begues, Club de begues, Barcelona, Begues, C/ ALP 25 - 08859 BEGUES, 936390000, info@clubdebegues.com, -, 3
https://www.rfet.es/es/club/club-de-futbol-junior, Club de futbol junior, Barcelona, Sant cugat del vallès, PASSATGE SANT MAMET 3-5 - 08195 SANT CUGAT DEL VALLÈS, 936741359, tennis@juniorfc.com, -, 9
https://www.rfet.es/es/club/club-de-golf-terramar, Club de golf terramar, Barcelona, Sitges , CARRETERA DEL GOLF S/N - 08870 SITGES , 938940580, tgonzalez@golfterramar.com, https://golfterramar.com, 3
https://www.rfet.es/es/club/club-de-tenis-alella-sistres, Club de tenis alella-sistres, Barcelona, Alella, BERLÍN S/N - 08328 ALELLA, 935402624, alellasistres@movistar.es, -, 4
https://www.rfet.es/es/club/club-de-tenis-andres-gimeno, Club de tenis andres gimeno, Barcelona, Castelldefels, AUTOVIA CASTELLDEFELS KM. 175 - 08860 CASTELLDEFELS, 936652300, info@tenisgimeno.com, -, 24
https://www.rfet.es/es/club/club-de-tenis-cabrils, Club de tenis cabrils, Barcelona, Cabrils, DE LA PISCINA 6 - URB. SANT CRIST - 08348 CABRILS, 937532257, ctcabrils@ctcabrils.com, -, 7
https://www.rfet.es/es/club/club-de-tenis-can-via, Club de tenis can via, Barcelona, Santa coloma cervello, ORENETAS S/N - 08690 SANTA COLOMA CERVELLO, 936340330, info@topteam.net, -, 15
https://www.rfet.es/es/club/club-de-tenis-canet, Club de tenis canet, Barcelona, Canet de mar, APARTADO 75 - 08360 CANET DE MAR, 937941148, ctcanet1971@gmail.com, -, 4
https://www.rfet.es/es/club/club-de-tenis-cardedeu, Club de tenis cardedeu, Barcelona, Cardedeu, PERE MERCADER 62 GESTORIA - 08440 CARDEDEU, 938711393, -, -, 3
https://www.rfet.es/es/club/club-de-tenis-castelldefels, Club de tenis castelldefels, Barcelona, Castelldefels, DOCTOR BARRAQUER 32 - 08860 CASTELLDEFELS, 936651285, tenis@ctcwellness.com, -, 10
https://www.rfet.es/es/club/club-de-tenis-centelles, Club de tenis centelles, Barcelona, Centelles, RONDA ESPORTS S/N - 08540 CENTELLES, 938810176, info@clubtenniscentelles.com, -, 2
https://www.rfet.es/es/club/club-de-tenis-els-gorchs, Club de tenis els gorchs, Barcelona, Llerona (les franqueses del vallès), AV. ELS GORCHS 20 - BÚSTIA LE1 026 - 08520 LLERONA (LES FRANQUESES DEL VALLÈS), 938463854, elsgorchs@elsgorchs.com, -, 9
https://www.rfet.es/es/club/club-de-tenis-esparraguera-1967, Club de tenis esparraguera 1967, Barcelona, Esparraguera, ZONA DEPORTIVA MUNICIPAL - 08292 ESPARRAGUERA, 937773636, clubtenisesparreguera@gmail.com, -, 4
https://www.rfet.es/es/club/asociacion-deportiva-capiscol, Asociación deportiva capiscol, Burgos, Burgos, AVDA. CONSTITUCIÓN 35 (EL TORCÓN) - 09007 BURGOS, 947041017, club_capiscol@yahoo.es, -, 1
https://www.rfet.es/es/club/club-de-tenis-burgos-fuentes-blancas, Club de tenis burgos fuentes blancas, Burgos, Burgos, CTRA.SAN PEDRO CARDEÑA KM 5 - 09193 BURGOS, 947484746, clubtenisburgos@gmail.com, -, 4
https://www.rfet.es/es/club/club-de-tenis-castilla, Club de tenis castilla, Burgos, Burgos, MONTES DE OCA 15 (POLÍGONO VIALLONQUÉJAR) - 09001 BURGOS, 947298635, analetcris@gmail.com, -, -
